Poisonous,Cap-shape,Cap-surface,Cap-color,Bruises,Odor,Gill-attachment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-type,Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,epsilon
e,b,y,r,f,p,a,w,b,p,t,r,f,s,n,o,p,n,n,n,y,c,g,2.0
p,x,y,c,f,p,a,c,n,u,t,e,f,s,y,c,p,w,t,e,w,v,g,2.0
e,f,g,e,t,f,a,w,b,u,e,r,k,f,p,o,p,o,t,l,n,a,p,2.0
e,f,s,n,f,f,a,c,b,r,t,r,k,f,o,c,p,y,t,f,w,s,m,2.0
e,x,s,g,t,p,f,c,b,w,e,?,k,k,o,y,p,w,o,n,u,n,u,2.0
p,k,s,e,f,n,a,c,b,u,t,b,f,y,g,o,p,y,t,e,h,y,g,2.0
e,f,f,r,t,s,a,c,n,e,e,c,s,y,b,p,p,n,t,f,y,c,l,2.0
e,k,g,w,f,s,a,c,n,b,e,e,y,s,n,c,p,n,t,l,r,v,w,2.0
e,c,y,b,t,n,f,w,b,n,t,r,y,y,p,y,p,y,o,e,k,c,m,2.0
e,c,s,w,f,c,a,c,b,g,e,e,s,s,g,n,p,n,t,n,u,y,d,2.0
e,b,s,w,f,a,a,c,b,o,t,e,k,s,b,w,p,o,t,f,w,y,d,2.0
e,s,s,e,f,s,f,w,b,h,t,r,y,f,e,b,p,n,t,n,b,y,u,2.0
e,x,f,u,t,c,f,w,b,g,t,c,k,y,o,y,p,y,o,p,r,y,m,2.0
e,f,s,u,f,m,a,c,n,n,t,c,s,f,p,e,p,o,t,n,y,y,m,2.0
e,c,y,b,f,l,f,c,b,g,e,?,y,y,o,w,p,y,n,n,o,n,d,2.0
e,b,f,p,f,a,a,c,b,e,t,?,f,y,c,c,p,n,t,f,u,a,p,2.0
p,s,y,p,f,n,f,w,b,u,e,?,k,k,y,w,p,o,n,e,b,n,g,2.0
e,b,y,c,t,f,a,w,b,p,e,?,f,k,o,w,p,w,t,e,u,y,d,2.0
e,x,g,e,t,f,a,w,b,h,e,e,f,s,y,c,p,w,t,l,r,v,w,2.0
e,f,f,g,t,c,a,w,b,r,t,?,k,k,e,n,p,o,o,f,h,a,m,2.0
p,f,f,c,t,p,a,c,n,b,t,e,y,y,g,b,p,w,n,p,o,n,w,2.0
e,s,y,r,f,a,f,c,b,h,t,?,y,s,o,p,p,n,n,n,n,c,m,2.0
e,f,s,n,t,n,a,w,n,o,t,c,k,k,b,b,p,o,n,e,h,y,d,2.0
e,x,g,n,t,s,a,c,n,y,e,r,f,y,y,n,p,w,t,l,u,c,w,2.0
p,x,s,g,t,p,f,w,b,u,t,r,k,f,p,e,p,w,n,n,b,y,w,2.0
e,x,s,n,f,c,f,w,b,g,t,b,y,k,e,o,p,w,o,l,y,a,d,2.0
p,c,g,n,t,m,f,w,n,e,t,e,k,y,e,e,p,o,t,f,w,s,d,2.0
p,s,f,w,t,f,a,c,n,g,t,e,s,k,y,g,p,n,n,n,o,a,w,2.0
e,b,f,g,f,p,f,w,n,n,e,?,k,k,g,e,p,n,t,p,h,n,w,2.0
e,b,s,u,f,a,f,w,n,b,e,b,y,f,c,o,p,n,o,l,y,s,m,2.0
e,x,y,n,f,n,a,w,b,h,t,e,y,y,p,g,p,y,n,f,u,v,w,2.0
p,f,f,n,t,n,a,c,n,g,e,c,f,k,w,y,p,y,o,e,y,y,p,2.0
p,k,g,n,f,f,f,c,b,b,e,b,f,k,n,y,p,y,t,f,w,a,u,2.0
e,b,f,r,t,f,a,w,n,n,e,b,f,s,o,p,p,y,n,e,u,v,m,2.0
e,f,g,r,f,m,f,c,b,k,e,b,k,f,w,b,p,w,n,l,n,c,p,2.0
p,f,g,w,t,f,f,w,b,e,t,e,f,s,n,c,p,w,n,e,r,a,p,2.0
p,f,g,b,t,p,a,c,n,r,e,?,f,s,e,y,p,n,o,f,r,v,u,2.0
p,b,g,u,t,c,f,c,n,r,t,?,s,y,w,e,p,w,t,n,k,c,u,2.0
e,s,s,e,t,p,f,c,n,b,e,r,y,y,o,p,p,w,t,p,u,s,p,2.0
e,f,f,g,t,a,f,c,n,o,e,r,k,f,n,w,p,w,o,n,r,s,m,2.0
e,c,f,e,f,l,f,w,n,o,t,e,s,s,w,e,p,n,t,f,k,y,w,2.0
e,f,y,u,t,p,a,w,n,y,t,c,y,y,c,n,p,n,n,p,h,a,p,2.0
e,b,f,e,f,s,f,w,n,b,t,e,y,s,o,g,p,n,t,l,k,a,u,2.0
p,c,g,r,f,c,f,w,b,r,t,?,s,k,n,w,p,n,o,e,w,v,m,2.0
p,s,s,p,f,y,f,c,n,r,t,e,f,k,o,y,p,w,n,e,o,v,u,2.0
p,k,s,b,f,a,a,w,b,n,e,e,k,s,b,n,p,w,t,f,b,n,u,2.0
p,c,y,e,f,p,f,c,b,h,t,b,f,k,g,n,p,n,t,e,h,s,u,2.0
e,x,g,c,t,s,a,c,n,o,t,e,k,s,w,w,p,w,o,e,r,c,l,2.0
e,b,g,r,f,a,a,c,n,g,e,c,s,y,n,b,p,w,n,f,u,c,l,2.0
p,s,f,c,f,l,a,w,b,n,e,r,s,k,c,o,p,y,o,n,k,c,l,2.0
e,s,s,y,t,f,f,w,n,n,t,b,k,k,b,p,p,o,n,p,h,s,u,2.0
p,f,y,r,f,y,a,c,b,r,e,?,f,y,y,e,p,y,t,p,w,y,l,2.0
e,k,f,e,t,l,a,w,b,g,t,r,s,s,o,e,p,w,o,e,w,c,w,2.0
e,x,s,w,f,c,f,c,b,y,e,b,k,f,o,b,p,y,t,f,h,s,m,2.0
e,b,s,b,f,y,a,w,n,e,t,r,s,f,e,y,p,o,o,l,n,a,w,2.0
p,c,y,p,f,p,f,c,n,h,t,r,s,f,c,b,p,n,t,p,u,c,g,2.0
p,x,s,e,t,l,f,w,b,u,e,?,y,k,g,g,p,n,o,l,h,y,u,2.0
e,f,y,g,t,c,f,c,b,p,t,?,s,k,y,w,p,n,t,p,k,y,l,2.0
e,f,y,y,f,s,f,w,n,n,t,e,y,s,o,p,p,y,t,p,y,c,w,2.0
e,f,y,g,t,l,a,w,n,r,e,?,s,y,o,n,p,n,o,p,h,c,p,2.0
p,s,y,n,f,a,a,c,n,h,t,r,s,s,y,e,p,w,t,l,o,y,m,2.0
p,s,s,y,t,n,f,w,b,e,e,e,y,k,o,e,p,n,o,f,w,n,g,2.0
p,x,y,u,f,p,f,w,b,g,e,b,y,f,g,e,p,n,t,p,h,n,p,2.0
p,b,f,n,t,n,f,w,b,k,e,e,y,y,e,c,p,y,o,e,b,n,d,2.0
e,c,y,e,f,f,a,c,b,e,e,e,k,y,b,o,p,w,t,l,r,n,u,2.0
e,x,g,g,f,f,a,w,b,k,e,?,y,k,c,n,p,w,o,f,o,c,p,2.0
e,b,s,w,t,n,a,c,n,g,e,b,y,s,y,b,p,y,t,l,k,s,p,2.0
p,f,g,c,t,f,f,c,n,r,t,r,y,s,c,n,p,y,o,e,h,n,w,2.0
e,c,y,r,t,m,a,c,n,n,t,e,k,f,y,e,p,o,o,f,y,y,d,2.0
e,x,f,n,t,l,f,w,b,b,e,r,y,f,g,c,p,o,o,l,u,a,l,2.0
e,c,y,r,t,c,f,c,n,o,t,b,f,y,p,p,p,y,n,n,r,s,l,2.0
e,f,s,r,t,m,f,w,b,b,t,e,y,k,y,p,p,n,o,n,b,n,u,2.0
p,b,s,b,t,s,a,w,n,p,e,r,s,k,y,o,p,n,t,n,y,n,m,2.0
p,x,g,e,t,a,f,c,b,r,t,?,y,y,b,o,p,y,o,f,n,v,l,2.0
e,c,f,e,f,p,f,c,n,p,t,?,k,f,o,y,p,w,n,l,k,a,l,2.0
p,b,f,c,t,f,f,w,n,n,t,?,y,k,b,y,p,y,n,n,w,a,d,2.0
p,f,y,p,f,c,a,w,n,e,t,b,y,k,o,n,p,n,n,n,w,v,p,2.0
e,b,g,y,t,c,f,w,n,h,e,e,s,s,c,w,p,w,n,l,u,y,w,2.0
p,x,y,p,f,y,f,c,b,h,t,r,k,s,w,o,p,w,t,e,o,s,m,2.0
p,c,s,w,f,c,a,c,b,p,e,?,s,y,c,e,p,o,n,n,n,n,w,2.0
p,s,g,u,f,y,a,c,n,g,e,b,s,y,e,w,p,o,n,e,r,a,u,2.0
p,s,s,e,t,a,f,w,n,p,t,b,k,k,g,c,p,w,n,l,u,a,p,2.0
p,x,f,r,f,c,a,w,n,b,t,r,k,f,g,y,p,w,o,n,b,v,m,2.0
p,c,s,g,t,n,a,c,b,g,t,c,f,k,g,e,p,o,n,p,h,c,p,2.0
p,x,s,p,f,m,f,c,n,e,e,c,f,y,w,y,p,w,o,l,r,s,u,2.0
e,b,s,c,t,c,a,w,b,h,e,c,k,y,e,w,p,y,t,f,u,y,u,2.0
e,x,y,w,f,m,a,c,b,g,t,r,y,k,o,n,p,n,o,f,u,a,m,2.0
p,f,f,c,t,s,a,w,b,o,e,?,f,k,g,w,p,o,t,l,o,n,w,2.0
e,k,s,g,f,a,f,c,b,n,e,?,y,f,b,n,p,w,o,p,w,a,g,2.0
p,x,g,p,f,l,f,w,b,b,e,c,k,s,w,e,p,y,t,n,h,s,l,2.0
e,f,f,r,f,f,f,c,b,o,e,r,y,k,o,w,p,n,o,f,n,v,d,2.0
p,x,s,c,f,a,f,c,n,b,t,b,k,k,o,e,p,w,n,e,k,y,g,2.0
e,b,f,u,t,y,a,c,b,n,t,r,k,y,o,y,p,n,n,l,b,s,d,2.0
p,b,f,e,f,a,a,c,n,e,e,c,s,s,g,p,p,w,o,f,h,y,d,2.0
p,s,f,n,f,l,a,w,b,e,e,c,k,f,y,g,p,w,n,p,u,y,p,2.0
p,x,f,r,t,y,a,w,n,y,e,r,k,k,w,p,p,y,t,e,w,y,p,2.0
e,f,s,b,t,y,a,c,n,o,e,?,s,k,n,g,p,o,n,p,r,n,l,2.0
p,f,y,r,t,s,f,c,b,o,e,b,f,y,g,y,p,y,n,l,w,n,d,2.0
e,b,f,n,t,l,a,w,n,y,e,c,y,s,b,e,p,y,t,n,y,c,w,2.0
p,k,s,b,f,a,f,w,n,r,t,c,y,s,y,p,p,o,t,f,o,a,m,2.0
e,s,f,c,t,m,f,w,b,r,t,c,y,y,n,w,p,y,t,e,r,v,w,2.0
e,b,s,r,t,a,f,c,b,p,t,b,y,s,e,y,p,w,t,l,w,c,w,2.0
p,f,y,u,t,y,f,w,n,p,e,?,s,y,p,b,p,w,o,f,o,y,m,2.0
e,b,f,y,f,p,a,w,b,h,t,r,f,k,g,g,p,o,n,l,w,c,l,2.0
e,s,s,n,f,y,f,c,b,w,t,b,k,f,y,y,p,y,t,f,o,c,d,2.0
p,k,g,c,t,s,a,c,b,h,e,?,k,s,b,w,p,y,t,p,w,s,u,2.0
e,f,g,b,t,l,a,c,b,b,t,r,s,k,g,e,p,w,o,n,w,s,g,2.0
e,c,y,n,f,a,f,w,b,h,e,b,f,k,w,b,p,o,t,e,r,v,m,2.0
p,c,f,g,f,m,f,c,n,k,t,b,k,s,g,o,p,n,o,e,u,a,g,2.0
p,b,g,b,t,f,f,w,b,y,t,c,s,s,n,p,p,w,t,n,b,v,g,2.0
p,k,f,n,f,l,a,w,b,g,t,b,y,s,w,e,p,o,n,f,k,s,l,2.0
e,x,s,y,f,s,a,w,n,k,e,?,s,k,c,p,p,o,t,l,r,c,u,2.0
p,c,y,u,t,f,f,w,n,g,t,r,f,k,g,b,p,o,n,e,o,y,p,2.0
e,f,f,p,f,l,f,c,b,n,t,r,k,s,g,g,p,y,n,p,r,n,m,2.0
e,b,y,n,t,f,f,w,n,o,e,e,y,k,g,o,p,y,t,n,o,n,u,2.0
p,x,f,g,f,y,f,w,n,u,e,r,y,k,w,w,p,n,t,p,n,y,w,2.0
p,x,y,p,t,f,f,c,b,e,t,r,y,f,e,n,p,w,o,p,y,a,p,2.0
e,k,g,c,t,s,f,w,n,h,t,e,k,f,p,c,p,o,n,p,o,n,w,2.0
p,c,g,n,f,n,a,c,b,p,t,r,k,f,p,e,p,o,o,p,u,n,g,2.0
p,k,s,u,f,y,a,c,b,e,t,c,k,f,y,y,p,w,o,n,n,n,d,2.0
p,f,s,y,t,p,a,c,b,g,t,b,f,s,c,o,p,n,o,f,k,n,d,2.0
e,s,s,b,t,f,f,w,b,h,e,e,y,y,b,p,p,y,n,p,y,v,d,2.0
e,s,f,e,f,c,f,w,b,w,t,?,s,y,w,p,p,o,n,n,u,n,p,2.0
e,b,s,u,t,f,a,c,n,g,e,?,y,y,p,y,p,w,n,n,b,s,l,2.0
e,c,s,p,t,n,f,c,b,n,e,r,f,y,w,e,p,w,t,f,b,y,m,2.0
e,f,y,c,t,f,f,c,n,y,e,e,f,y,w,g,p,n,n,n,o,y,m,2.0
p,x,s,c,t,c,a,c,n,o,t,b,f,f,y,o,p,w,t,e,k,s,g,2.0
e,k,f,u,f,p,a,c,n,k,e,r,y,f,n,p,p,w,o,f,h,y,g,2.0
p,c,y,w,f,m,f,c,n,r,e,?,s,y,p,g,p,o,o,e,n,c,p,2.0
e,f,g,b,t,n,f,w,b,r,e,e,k,y,o,e,p,o,t,e,y,c,w,2.0
e,k,g,y,f,n,a,w,n,p,e,c,k,k,c,p,p,w,n,f,r,a,d,2.0
e,x,y,e,t,y,a,c,n,n,e,c,y,f,o,o,p,n,o,f,w,c,p,2.0
e,c,s,p,f,s,f,c,b,y,e,?,k,s,e,n,p,o,o,f,u,c,m,2.0
p,c,f,p,f,n,a,c,b,u,e,c,f,f,n,e,p,y,t,l,r,s,w,2.0
p,s,y,g,t,n,a,w,n,r,t,b,s,k,p,w,p,y,n,f,o,v,l,2.0
p,f,g,u,t,c,a,c,b,h,t,e,f,s,e,y,p,o,t,f,h,s,u,2.0
p,x,s,e,t,m,a,c,b,h,e,b,k,s,y,w,p,o,n,f,r,n,p,2.0
p,f,s,c,f,s,a,c,b,g,e,e,k,k,n,o,p,o,t,f,y,a,u,2.0
e,s,f,e,f,f,a,c,b,o,e,b,y,k,c,y,p,y,n,n,b,v,u,2.0
e,b,s,y,t,l,f,w,n,o,e,c,s,k,e,g,p,n,t,p,b,y,m,2.0
p,b,f,n,f,m,f,c,b,w,t,?,s,f,g,p,p,n,n,p,b,n,d,2.0
e,k,g,y,f,p,f,w,b,w,t,r,s,y,g,y,p,y,n,l,b,n,w,2.0
e,b,s,y,t,m,f,c,b,o,t,?,y,f,y,b,p,o,t,n,k,s,u,2.0
p,f,g,w,t,y,a,c,n,g,e,b,s,s,w,n,p,o,o,f,y,c,p,2.0
e,x,f,y,t,m,f,c,b,g,t,c,s,y,w,g,p,y,n,f,r,s,w,2.0
e,b,g,r,t,a,f,w,b,e,e,?,f,f,y,o,p,y,t,p,n,a,d,2.0
p,f,s,c,f,m,a,w,n,u,e,e,s,s,o,n,p,y,n,l,w,a,g,2.0
p,x,y,u,t,y,f,w,n,o,e,?,k,y,b,w,p,n,t,l,w,s,w,2.0
e,c,g,u,t,p,f,w,n,o,t,b,s,s,e,p,p,y,o,e,r,a,p,2.0
p,b,s,r,t,n,f,c,b,y,e,b,s,k,e,o,p,o,n,l,n,c,u,2.0
p,x,f,n,t,m,f,w,n,y,t,?,s,k,o,g,p,w,n,l,u,y,m,2.0
e,b,y,e,f,m,f,c,b,w,e,r,k,s,w,n,p,o,o,n,k,s,p,2.0
p,f,s,b,f,m,f,c,n,n,t,e,y,f,w,e,p,y,n,p,b,v,l,2.0
e,b,s,y,t,s,f,c,b,p,t,b,y,y,y,y,p,n,t,f,w,y,g,2.0
p,c,f,e,t,l,f,c,n,k,t,c,s,y,p,b,p,n,t,n,y,s,p,2.0
e,k,y,y,f,a,a,c,n,k,e,b,f,s,y,p,p,o,t,l,y,v,w,2.0
p,k,f,e,f,l,f,w,b,o,e,c,s,s,b,e,p,w,n,f,r,c,l,2.0
p,b,g,p,t,f,a,c,b,k,e,b,f,s,p,o,p,y,t,f,o,s,g,2.0
e,k,f,c,t,l,f,c,n,e,e,e,f,k,p,g,p,n,o,f,w,n,u,2.0
e,k,y,n,f,p,f,c,n,h,t,c,f,y,o,b,p,w,t,p,n,v,u,2.0
e,k,g,p,t,n,f,c,n,b,e,?,f,s,c,p,p,w,t,f,u,n,d,2.0
p,f,g,y,f,c,f,c,b,o,t,r,s,s,w,o,p,n,n,l,k,n,m,2.0
e,s,y,n,f,c,a,w,b,r,t,e,s,f,w,g,p,n,n,e,y,s,m,2.0
p,c,s,b,t,a,f,c,n,u,t,c,s,s,e,y,p,n,n,n,n,v,g,2.0
p,x,s,p,f,y,a,w,b,g,e,c,y,s,n,o,p,w,t,e,r,c,w,2.0
p,s,f,y,t,p,a,w,n,o,e,r,y,k,n,n,p,y,t,l,y,a,p,2.0
p,k,s,b,t,c,f,c,n,b,t,?,k,k,w,c,p,o,n,e,r,c,p,2.0
e,b,s,g,f,l,f,w,b,y,t,c,y,k,g,p,p,n,o,p,r,a,m,2.0
p,f,f,n,f,f,f,c,n,e,e,b,s,s,y,e,p,w,o,n,o,a,g,2.0
e,x,y,n,f,m,f,w,n,o,e,c,y,k,p,p,p,w,t,f,b,v,g,2.0
e,s,y,r,t,c,f,c,b,e,t,?,s,f,g,w,p,o,o,p,r,v,u,2.0
p,f,g,u,t,y,a,c,b,r,e,?,f,y,n,b,p,n,t,l,y,s,m,2.0
e,b,g,n,t,m,a,c,n,k,e,r,s,s,c,e,p,o,t,p,w,c,w,2.0
p,c,y,b,t,y,a,c,b,k,t,r,y,y,w,g,p,y,n,n,b,y,u,2.0
p,f,s,e,f,m,f,c,b,k,e,e,f,f,g,y,p,n,t,l,n,v,d,2.0
p,c,y,w,f,s,a,w,n,w,t,?,s,k,g,n,p,w,t,e,n,s,l,2.0
e,k,y,n,f,c,f,c,n,r,e,c,y,s,c,c,p,o,n,l,b,v,d,2.0
e,k,y,p,t,f,a,w,b,w,e,b,f,f,c,w,p,n,o,e,b,s,u,2.0
p,x,y,g,f,m,f,w,n,p,e,r,k,f,e,y,p,w,o,p,k,v,w,2.0
e,k,g,n,f,f,f,w,b,o,e,?,k,y,p,p,p,w,t,e,b,v,p,2.0
e,k,f,w,f,p,f,w,n,g,e,e,s,k,w,w,p,w,n,n,u,y,w,2.0
e,c,s,r,f,s,a,w,n,n,t,e,f,k,p,y,p,o,n,f,w,a,u,2.0
e,s,f,e,f,a,a,c,b,g,e,?,y,y,o,y,p,o,n,p,r,n,d,2.0
e,k,g,w,t,a,f,c,b,u,t,?,y,f,e,y,p,n,n,n,k,a,p,2.0
e,k,g,w,t,s,a,w,n,o,t,c,f,s,c,b,p,w,o,f,h,n,d,2.0
p,s,s,r,t,c,a,c,b,w,e,b,s,y,o,b,p,n,t,l,h,y,w,2.0
p,s,s,y,f,p,f,c,n,b,t,e,k,y,c,c,p,w,t,p,u,c,g,2.0
e,k,g,b,t,n,f,c,n,r,e,?,k,f,e,n,p,n,t,f,u,y,w,2.0
p,b,g,g,t,c,a,c,b,y,t,r,s,k,y,y,p,n,o,f,y,s,g,2.0
p,s,g,c,t,s,a,w,b,b,t,c,s,k,w,e,p,y,t,f,k,c,u,2.0
p,x,s,c,f,s,f,w,b,y,t,c,s,y,w,o,p,y,t,n,y,s,l,2.0
p,f,f,r,t,p,a,w,b,b,e,?,s,k,c,n,p,y,t,f,w,n,g,2.0
p,c,g,y,f,n,f,c,n,b,e,?,s,y,n,n,p,y,o,e,n,c,m,2.0
p,k,s,u,t,l,a,c,n,r,e,b,k,s,y,y,p,n,o,e,r,s,l,2.0
p,x,f,u,t,c,f,w,b,w,t,?,s,k,e,p,p,o,t,l,w,v,m,2.0
p,k,g,y,f,p,a,c,n,o,t,b,k,f,w,w,p,y,n,n,o,c,u,2.0
e,f,s,w,f,p,a,c,b,p,t,b,f,y,y,o,p,n,n,l,n,s,d,2.0
p,b,s,e,t,l,f,w,b,p,t,e,y,y,e,g,p,o,o,n,y,v,l,2.0
e,x,f,r,t,s,a,c,b,y,t,e,s,y,o,n,p,y,t,l,b,c,p,2.0
p,b,s,b,f,l,a,w,n,b,e,b,f,s,n,p,p,y,o,p,o,a,m,2.0
p,s,y,e,f,c,f,c,n,r,e,c,s,y,g,w,p,w,t,f,k,s,l,2.0
p,c,s,n,t,n,f,w,n,k,e,r,f,f,o,e,p,y,t,n,w,v,p,2.0
p,k,s,c,t,a,a,c,b,o,t,c,y,y,o,e,p,o,t,l,k,a,m,2.0
p,k,f,b,t,c,f,w,b,e,t,e,y,y,o,y,p,w,o,p,b,y,d,2.0
p,f,y,r,t,s,f,c,b,p,t,b,y,s,w,o,p,n,o,e,o,a,u,2.0
p,x,y,b,f,c,f,w,n,y,t,c,s,f,w,w,p,n,t,f,y,v,w,2.0
e,k,g,w,f,p,f,c,n,k,e,?,s,y,y,p,p,n,n,n,h,v,d,2.0
e,x,g,n,f,f,a,c,b,r,t,c,f,k,n,n,p,y,t,e,y,a,m,2.0
e,f,f,n,t,s,f,w,n,k,t,e,y,k,n,e,p,w,t,f,n,c,g,2.0
e,x,g,p,t,n,a,w,n,p,e,r,k,k,y,p,p,w,o,f,b,s,g,2.0
e,s,g,c,t,y,f,w,n,p,e,r,y,k,g,g,p,o,n,f,b,a,g,2.0
e,x,g,e,f,p,a,w,b,b,t,c,s,y,g,b,p,y,n,l,h,v,w,2.0
e,x,f,g,f,s,f,c,n,w,e,b,f,f,c,p,p,n,t,l,b,n,g,2.0
e,b,f,e,f,c,a,c,b,p,e,r,f,y,c,e,p,w,t,n,y,v,g,2.0
e,f,f,p,f,s,a,w,n,r,e,r,f,k,w,y,p,n,o,e,o,n,l,2.0
p,b,g,c,t,c,a,c,b,o,e,r,k,s,c,b,p,n,t,p,k,y,m,2.0
e,k,f,w,t,p,a,c,b,k,t,b,k,f,p,y,p,o,o,f,n,y,m,2.0
p,c,y,c,f,s,a,c,b,o,t,?,y,y,b,g,p,n,o,n,b,n,u,2.0
e,k,g,g,f,s,f,c,b,b,t,c,s,f,c,o,p,y,o,l,r,a,d,2.0
e,b,f,r,f,a,f,w,b,r,e,c,s,s,o,y,p,y,n,p,k,n,l,2.0
p,b,g,e,f,m,a,w,n,o,t,b,s,y,o,n,p,n,o,p,k,s,l,2.0
e,k,s,r,t,s,f,w,n,p,e,r,f,k,g,c,p,w,n,e,k,c,w,2.0
p,c,s,c,t,l,a,c,b,b,e,r,k,s,p,c,p,o,t,n,n,s,g,2.0
e,k,s,w,f,l,f,c,b,r,t,r,k,s,c,y,p,y,n,f,k,n,g,2.0
p,k,s,c,t,c,a,c,n,b,t,e,y,s,y,w,p,y,t,p,b,y,d,2.0
e,b,y,w,t,s,a,c,n,p,e,b,f,y,c,n,p,o,t,e,h,v,m,2.0
p,x,g,u,t,n,a,c,b,k,e,?,k,y,n,n,p,n,o,n,w,a,l,2.0
e,b,g,r,t,l,f,w,b,g,t,b,k,f,o,p,p,n,o,p,r,c,m,2.0
p,f,g,r,f,p,f,c,n,e,t,b,k,y,p,y,p,n,t,e,u,n,d,2.0
e,b,g,r,f,f,f,c,n,n,t,r,s,s,w,w,p,y,n,p,w,a,d,2.0
p,c,s,g,t,f,f,w,n,b,t,r,s,y,b,g,p,o,t,f,b,s,g,2.0
e,k,y,u,t,c,f,c,b,n,t,r,s,k,n,o,p,n,o,e,y,c,l,2.0
p,b,g,y,t,y,f,c,n,u,e,?,k,y,e,p,p,w,o,l,b,n,m,2.0
e,c,s,c,t,p,f,c,n,g,t,b,s,y,g,o,p,y,n,f,w,c,m,2.0
e,c,s,u,f,m,a,c,n,n,e,e,f,f,e,w,p,w,n,e,h,n,m,2.0
p,k,y,e,t,m,f,w,b,e,t,c,k,f,w,c,p,y,o,l,h,s,p,2.0
p,s,f,n,t,y,f,w,b,k,e,b,s,k,o,c,p,w,o,p,u,c,g,2.0
p,f,y,g,t,l,a,w,b,y,e,?,k,k,p,b,p,o,n,l,b,s,d,2.0
p,s,f,p,f,a,a,c,n,n,t,c,k,k,n,c,p,n,t,l,b,n,u,2.0
e,s,s,u,t,l,f,w,n,y,t,r,k,s,o,g,p,o,o,e,k,n,p,2.0
e,f,g,r,f,y,a,w,n,w,e,e,f,k,p,w,p,n,t,p,n,n,d,2.0
p,x,f,r,t,y,a,c,b,h,e,?,k,s,b,e,p,w,n,f,b,y,l,2.0
p,c,f,b,f,l,a,w,n,o,t,?,s,s,c,y,p,n,n,f,o,s,u,2.0
p,k,f,u,t,c,a,w,b,u,t,?,s,f,o,e,p,n,t,l,k,c,u,2.0
e,c,f,c,t,p,f,w,n,p,e,c,s,k,g,e,p,w,t,n,h,y,m,2.0
p,c,g,b,f,s,f,c,n,y,e,c,k,s,w,g,p,y,o,p,u,c,u,2.0
e,x,g,u,f,y,a,w,b,o,t,e,s,y,g,o,p,o,n,p,h,v,m,2.0
p,x,y,u,t,a,a,w,b,k,e,r,f,k,w,o,p,n,n,e,w,v,g,2.0
e,k,s,y,f,p,a,w,b,n,t,b,s,f,o,y,p,n,o,e,y,a,g,2.0
p,x,f,w,f,f,a,c,n,g,t,b,k,k,p,g,p,w,n,l,o,s,g,2.0
p,b,s,e,f,m,f,c,b,r,t,b,s,s,b,y,p,w,t,n,r,n,l,2.0
p,x,s,u,t,m,f,c,b,o,t,r,y,k,y,c,p,y,n,l,w,n,m,2.0
e,k,f,u,t,n,a,c,n,u,t,c,s,k,y,c,p,o,o,e,o,y,d,2.0
p,x,s,b,t,l,f,w,n,r,e,b,f,k,n,n,p,o,n,n,u,y,p,2.0
e,f,s,b,t,y,a,w,b,b,t,?,f,y,g,p,p,w,n,f,o,s,u,2.0
p,f,f,n,t,l,f,w,b,b,t,c,s,f,p,n,p,y,n,f,y,s,u,2.0
e,f,f,y,t,m,a,w,n,o,t,e,y,f,b,n,p,n,t,p,u,s,u,2.0
e,c,s,r,f,p,f,c,n,g,t,b,k,s,y,g,p,y,o,e,o,c,l,2.0
p,b,y,y,t,f,a,w,b,h,t,c,y,f,b,g,p,w,t,p,n,v,l,2.0
p,c,g,w,f,l,a,w,n,w,t,r,y,k,o,e,p,y,t,l,o,s,d,2.0
p,s,s,y,t,n,f,c,b,u,t,r,k,s,p,c,p,w,t,p,u,s,l,2.0
e,k,f,n,t,s,f,w,n,u,e,b,f,k,c,n,p,o,t,l,k,s,g,2.0
p,c,f,c,f,y,f,c,n,g,e,e,k,f,p,y,p,w,o,n,k,s,p,2.0
p,s,y,e,f,s,a,w,n,h,t,b,y,y,p,p,p,o,o,l,u,v,p,2.0
e,f,y,c,f,l,a,w,n,g,t,r,k,y,o,y,p,w,n,e,n,v,p,2.0
e,k,f,p,f,f,f,w,b,g,e,e,s,s,y,o,p,y,o,e,k,a,p,2.0
e,s,y,e,t,c,f,c,b,e,e,r,f,f,o,y,p,o,o,p,u,v,d,2.0
p,k,s,r,t,c,a,c,b,o,e,c,s,s,g,c,p,y,o,f,r,c,w,2.0
p,c,g,p,t,s,f,w,b,o,t,r,y,y,g,b,p,y,o,n,y,s,g,2.0
p,k,g,r,f,y,f,w,n,g,e,?,s,k,p,y,p,n,t,e,n,v,w,2.0
e,x,f,n,f,p,f,w,n,h,e,c,y,y,g,n,p,o,n,l,u,v,p,2.0
e,c,s,e,f,p,f,w,b,w,e,?,k,s,b,w,p,w,n,n,n,s,d,2.0
e,k,g,e,t,m,f,w,n,k,t,e,s,y,b,n,p,o,n,e,r,y,g,2.0
e,s,y,u,f,m,a,w,n,e,t,c,k,y,p,p,p,o,n,p,y,n,d,2.0
e,f,s,g,t,f,f,w,b,h,e,r,y,f,o,y,p,y,o,f,b,s,p,2.0
p,f,g,n,f,a,a,c,n,r,e,b,f,s,p,b,p,n,n,e,b,c,w,2.0
